?央视,#genre#
动画＆电影合集，随缘播放,http://zzy789.xyz/bili.php?id=24511160
【RM-点播】点播！模式-24H欢乐不断,http://epg.112114.xyz/douyu/131977
【RM-轮播】轮播！模式-24H欢乐不断,http://epg.112114.xyz/douyu/7298973
???计划！五一节の快乐???,http://epg.112114.xyz/douyu/7528160
【回首往事】仨房间画面同步显示,http://epg.112114.xyz/douyu/1569773
大星与海绵方块,http://epg.112114.xyz/douyu/3949681
美味！蟹黄堡,http://epg.112114.xyz/douyu/8762358
海绵与大星直播间,http://epg.112114.xyz/douyu/2250349
【猫和老鼠】汤姆和杰瑞童年回忆,http://epg.112114.xyz/douyu/7888428
【柯南】外表看似小孩，智慧却过于常人,http://epg.112114.xyz/douyu/6484910
江户川柯南，是一个蒸蛋。,http://epg.112114.xyz/douyu/5377297
万年如一柯播南，各位给点电费吧,http://epg.112114.xyz/douyu/1783144
【三笠】根本不存在解不开的迷！,http://epg.112114.xyz/douyu/7050342
【超级赛亚人】悟吉塔,http://epg.112114.xyz/douyu/7190773
草帽丶海贼团的直播间,http://epg.112114.xyz/douyu/997925
【Hunter】动漫热血老贼冒险,http://epg.112114.xyz/douyu/6610883
少女与半妖,http://epg.112114.xyz/douyu/7422897
宝可梦加油。感谢大家。,http://epg.112114.xyz/douyu/9765742
星矢-燃烧吧我的小宇宙,http://epg.112114.xyz/douyu/8458270
松开的手0.0,http://epg.112114.xyz/douyu/10210568
【童年往事】仨房间画面同步显示点播,http://epg.112114.xyz/douyu/7256376
?妖精的直播间?,http://epg.112114.xyz/douyu/5960746
【天使点播】动漫直播间,http://epg.112114.xyz/douyu/1487654
【动漫】超燃怀旧经典,http://epg.112114.xyz/douyu/1174353
?动漫?热血木叶忍者草帽路飞青春,http://epg.112114.xyz/douyu/206858
#,http://epg.112114.xyz/douyu/9429545
【动画电影】童年回忆,http://epg.112114.xyz/douyu/10395973
【星星动画】童年热血搞笑爱情,http://epg.112114.xyz/douyu/4369939
【追忆】国语超清动画电影,http://epg.112114.xyz/douyu/6449849
??卡面来打??,http://epg.112114.xyz/douyu/1218414
【动漫】24小时不间断动漫专场,http://epg.112114.xyz/douyu/7493575
老爹:还有一件事,http://epg.112114.xyz/douyu/7134757
开心锤锤，开心快乐每一天！,http://epg.112114.xyz/douyu/9018297
舔狗波比的幸福生活,http://epg.112114.xyz/douyu/7620081
最好看的搞笑篮球动漫,http://epg.112114.xyz/douyu/9401305
【动漫】记录你的王者峡谷生活~,http://epg.112114.xyz/douyu/9360149
【小叮当】童年经典动画片,http://epg.112114.xyz/douyu/9445279
二次元放映室，有呐味儿了!,http://epg.112114.xyz/douyu/8912038
中二日记搞笑日常更新,http://epg.112114.xyz/douyu/9505575
动漫推荐官方直播间,http://epg.112114.xyz/douyu/5187099
【经典动漫】9455567,http://epg.112114.xyz/douyu/9455567
鲁过一世的直播间,http://epg.112114.xyz/douyu/9716515
星海璃幻V的直播间,http://epg.112114.xyz/douyu/9567313
铁头与橘子（每周更新一起看霸总）,http://epg.112114.xyz/douyu/9450942
笑出腹肌动漫0,http://epg.112114.xyz/douyu/8380708

?地理,#genre#
国家地理频道,mitv://ns2.hellotvvod.com:9906/acdd079c6a994c0083af74379b261bcb
国家地理野生频道,mitv://ns2.hellotvvod.com:9906/70fe18e2c8b541ecad961c6311d61f71
动物星球,mitv://ns2.hellotvvod.com:9906/3ed5d7b9949e4690a68647ac726c0b49
DMAX,mitv://ns2.hellotvvod.com:9906/cf3b563dee5945f4843e1b61579d9891
DMAX,mitv://ns2.hellotvvod.com:9906/cf3b563dee5945f4843e1b61579d9891
DiscoveryAsia,mitv://ns2.hellotvvod.com:9906/19e384bbda52450cbe60c277a8aa2822
Discovery科学,mitv://ns2.hellotvvod.com:9906/79dea079b23b4cbebb4f6befec9d9aeb
Nat Geo Wild,mitv://ns2.hellotvvod.com:9906/cff505a0193d4a3a82a25f799db92240
Love Nature,mitv://ns2.hellotvvod.com:9906/f2b6d9b2b46349c7b079e7477162b89f
Discovery,#genre#
Outdoor,mitv://ns2.hellotvvod.com:9906/33defebeebfa45588b480ca4da74f9ff
History,mitv://ns2.hellotvvod.com:9906/1fd2b1624f754c5496259dc595d5e496
CI,mitv://ns2.hellotvvod.com:9906/8dd11933b8f84a9ca3659acb71f60308
历史频道,mitv://ns2.hellotvvod.com:9906/f4f327ac1b6b43859c8f6f2ef70c1bdc
BBCEarth,mitv://ns2.hellotvvod.com:9906/5d84f634c64847d49b8e16608be6b079
CCTV9,mitv://ns2.hellotvvod.com:9906/2ae8a40044894be59728fd5661ef53d4
亚洲美食频道,mitv://ns2.hellotvvod.com:9906/8abbfcc140f44a478ac5789e4011da5e
亚洲旅游台,mitv://ns2.hellotvvod.com:9906/84545b02d0eb405fa3c4054642a53eaf
时尚频道,mitv://ns2.hellotvvod.com:9906/09ff822d9bae45d7877100d0aa824c93
美食星球,mitv://ns2.hellotvvod.com:9906/e409a16c4b89403194c37bcdd62bd31c
达文西频道,mitv://ns2.hellotvvod.com:9906/6322e028d95549ce8883c45eb2ed9d49
TV5Monde,mitv://ns2.hellotvvod.com:9906/ff6f0baf09664af5a0f12cbf170d7611
TV5MONDE Style 生活时尚,mitv://ns2.hellotvvod.com:9906/54c1e85784424a5aa65b06cb1f48326c
亚洲旅游台,mitv://ns2.hellotvvod.com:9906/84545b02d0eb405fa3c4054642a53eaf
TLC旅游生活频道,mitv://ns2.hellotvvod.com:9906/5d84f634c64847d49b8e16608be6b079
LUXETV,mitv://ns2.hellotvvod.com:9906/66757f14c47f4bb58249aefb7a772f33
Lifetime,mitv://ns2.hellotvvod.com:9906/a4734f14691f4764b4ce7c93ae311f7b
KLT-靖天国际台,mitv://ns2.hellotvvod.com:9906/aa92f8602eb04117be37d1cffbd35fc9
HGTV居家乐活频道,mitv://ns2.hellotvvod.com:9906/09989789905a4b4b8d8a060e701e28fa
Food Network,mitv://ns2.hellotvvod.com:9906/a5a1fdd9bec1424b88f9bab87b2e5306
EYE旅游,mitv://ns2.hellotvvod.com:9906/3067daf296104a2099d47f4385d10d49
EVE,mitv://ns2.hellotvvod.com:9906/baa46551366d41e087c4dfd7544b2d20
Ettoday,mitv://ns2.hellotvvod.com:9906/2aa91d5429e74afb995a55aa55abdc1a
ELTV,mitv://ns2.hellotvvod.com:9906/3a0152b0d9a5455a9f7c15c8972ffc08
BBCLifestyle,mitv://ns2.hellotvvod.com:9906/d98cded6e81544f49e033c321df276b6

?数字,#genre#
CCTV兵器科技,http://[2409:8087:6a01:1020::a]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226111/1/index.m3u8?fmt=ts2hls
CCTV电视指南,http://[2409:8087:6a01:1020::d]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226120/1/index.m3u8?fmt=ts2hls
CCTV高尔夫网球,http://[2409:8087:6a01:1020::d]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226114/1/index.m3u8?fmt=ts2hls
CCTV高尔夫网球,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/4/224/3221228138/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
CCTV高尔夫网球,http://[2409:8087:2004:10::2786:474b]/ott.js.chinamobile.com/PLTV/3/224/3221228138/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
CCTV世界地址,http://[2409:8087:6a01:1020::c]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226071/1/index.m3u8?fmt=ts2hls
CCTV央视台球,http://[2409:8087:6a01:1020::d]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226156/1/index.m3u8?fmt=ts2hls
CCTV央视台球,http://[2409:8087:6a01:1020::12]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226117/1/index.m3u8?fmt=ts2hls
CCTV央视文化精品,http://[2409:8087:6a01:1020::c]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225675/1/index.m3u8?fmt=ts2hls
CCTV央视文化精品,http://[2409:8087:6a01:1020::d]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226100/1/index.m3u8?fmt=ts2hls
CETV1,http://[2409:8087:1070:301:2028::23]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225860/index.m3u8?fmt=ts2hls
CETV1,http://[2409:8087:5011:1020::1a]/180000001001/00000001000000001007000000063289/main.m3u8?IASHttpSessionId=OTT
CETV1,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001007000000063289/main.m3u8?IASHttpSessionId=OTT
CETV1,http://[2409:8087:1050:301:2026::17]:80/wh7f454c46tw4179880889_1037411165/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225860/10000100000000060000000000266198_0.smil/01.m3u8?fmt=ts2hls
CETV1,http://[2409:8087:1050:301:2026::18]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225860/index.m3u8?fmt=ts2hls
CETV1,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227067/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
CETV1,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/CETV-1H264_4000.m3u8
CETV2,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/CETV-2_4000.m3u8
CETV4,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/CETV-4H264_2000.m3u8
CGTN,http://[2409:8087:1020:301:2026::15]:80/wh7f454c46tw4119802051_438147111/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225727/10000100000000060000000000000764_0.smil/01.m3u8?fmt=ts2hls
CGTN,http://[2409:8087:1020:301:2026::11]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225727/index.m3u8?fmt=ts2hls
CGTN,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/CGTN.m3u8
CGTN,http://[2409:8087:5011:1020::1a]/180000001001/00000001000000000002000000028019/main.m3u8?IASHttpSessionId=OTT
CGTN,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000000002000000028019/main.m3u8?IASHttpSessionId=OTT
CGTN,http://[2409:8087:5011:1020::1a]/180000001001/00000001000000000002000000028012/main.m3u8?IASHttpSessionId=OTT
CGTN,http://[2409:8087:1070:301:2028::12]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225971/index.m3u8?fmt=ts2hls
CGTN,http://[2409:8087:1070:301:2028::11]:80/wh7f454c46tw4203188070_1327198673/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225971/10000100000000060000000000890995_0.smil/01.m3u8?fmt=ts2hls
CGTN,http://[2409:8087:1020:301:2026::2d]:80/wh7f454c46tw4120083044_-967478376/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225728/10000100000000060000000000000765_0.smil/01.m3u8?fmt=ts2hls
CGTN纪录,http://[2409:8087:1020:301:2026::2d]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225728/index.m3u8?fmt=ts2hls
CGTN纪录,http://[2409:8087:6a01:1020::9]/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226271/1/index.m3u8?fmt=ts2hls
CGTN纪录,http://[2409:8087:1070:301:2028::22]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225972/index.m3u8?fmt=ts2hls
CGTN纪录,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000000002000000028012/main.m3u8?IASHttpSessionId=OTT
CGTN纪录,http://[2409:8087:1070:301:2028::21]:80/wh7f454c46tw4203473864_1528765209/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225972/10000100000000060000000000890994_0.smil/01.m3u8?fmt=ts2hls

?新闻,#genre#
CCTV-13新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13新闻,http://183.207.249.36/PLTV/4/224/3221227387/index.m3u8
CCTV-13新闻,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8
上虞1新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
东至新闻综合,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/360p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
武进新闻频道,http://live.wjyanghu.com/live/CH1.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8
南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
南京新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
无线新闻台,http://livetv.dnsfor.me:80/channel.10.m3u8
TVB无线新闻台,http://51.79.193.108:8080/hls/ph00458/index.m3u8
CNA,https://ytb.52sf.ga/jmsytb.m3u8?c=31
東森財經,https://ytb.52sf.ga/jmsytb.m3u8?c=12
鳳凰新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=42
台視新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=6
三立 iNEWS,https://ytb.52sf.ga/jmsytb.m3u8?c=17
半岛新闻-英语,https://ytb.52sf.ga/jmsytb.m3u8?c=2
東森新聞全球速報,https://ytb.52sf.ga/jmsytb.m3u8?c=21
東森新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=9
YOYO TV,https://ytb.52sf.ga/jmsytb.m3u8?c=28
TVBS新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=45
ABC News,https://ytb.52sf.ga/jmsytb.m3u8?c=7
華視綜藝,https://ytb.52sf.ga/jmsytb.m3u8?c=34
民視新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=3
NASA TV2,https://ytb.52sf.ga/jmsytb.m3u8?c=30
鏡新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=20
KBS Kr,https://ytb.52sf.ga/jmsytb.m3u8?c=25
Sky News,https://ytb.52sf.ga/jmsytb.m3u8?c=11
三立海外,https://ytb.52sf.ga/jmsytb.m3u8?c=10
中天新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=1
ABC News-AU,https://ytb.52sf.ga/jmsytb.m3u8?c=23
NASA TV,https://ytb.52sf.ga/jmsytb.m3u8?c=29
ANN News,https://ytb.52sf.ga/jmsytb.m3u8?c=16
寰宇新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=15
中視新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=8
Bloomberg Global Financial News,https://ytb.52sf.ga/jmsytb.m3u8?c=14
DW News,https://ytb.52sf.ga/jmsytb.m3u8?c=18
鳳凰中文,https://ytb.52sf.ga/jmsytb.m3u8?c=19
龍華桌逰,https://ytb.52sf.ga/jmsytb.m3u8?c=39
NBC News,https://ytb.52sf.ga/jmsytb.m3u8?c=33
FRANCE 24,https://ytb.52sf.ga/jmsytb.m3u8?c=13
MBC News,https://ytb.52sf.ga/jmsytb.m3u8?c=24

?体育,#genre#
CCTV16,mitv://ns2.hellotvvod.com:9906/1a9815efc3e640e8b64304a7ce45b75e
CCTV5,mitv://ns2.hellotvvod.com:9906/f88e65ea73b44c37bb01349678ca24cb
CCTV5+,mitv://ns2.hellotvvod.com:9906/0bc9bacf7ebf4a12a4dc06c24ebe41af
ELEVEN体育一台,mitv://ns2.hellotvvod.com:9906/362d98cea092490186e3ae392b60ac2c
ELEVEN体育二台,mitv://ns2.hellotvvod.com:9906/fb1fa05398b54c2f84b13edd044d412e
HKC 18,mitv://ns2.hellotvvod.com:9906/d1314f6c636641908b0a4e759e553321
香港603,mitv://ns2.hellotvvod.com:9906/194395fbf8854027931caeee994df8ee
HKC Sports Plus 1,mitv://ns2.hellotvvod.com:9906/e7535a495e7b443288ea8a03986491b7
HKC体育台,mitv://ns2.hellotvvod.com:9906/06f078ae0dc84154a4a71c8affe51059
爱尔达体育1台(备),mitv://ns2.hellotvvod.com:9906/a3a8ada76fc6450e91024f1415458e73
爱尔达体育1台,mitv://ns2.hellotvvod.com:9906/844f0ffd57464a1e8fe129632b4861d3
爱尔达体育2,mitv://ns2.hellotvvod.com:9906/9a7ef672312d4e16826c94d06ff6d770
爱尔达体育3台(备),mitv://ns2.hellotvvod.com:9906/ebb118632d64402595a6fa3a36b9f9a4
爱尔达体育3台,mitv://ns2.hellotvvod.com:9906/0d7862a284024e9d9341587930e0d07f
博斯高球1台,mitv://ns2.hellotvvod.com:9906/5cbde72cdc614129b87c82a80ba28550
博斯高球2台,mitv://ns2.hellotvvod.com:9906/c78b81415e3a43d1a3ab33ea770ff6b0
博斯魅力网,mitv://ns2.hellotvvod.com:9906/1833e803aab746e4a22b33e6a524edf3
博斯网球台,mitv://ns2.hellotvvod.com:9906/e44c75283ac4431c965a083d4a5a450b
博斯无限二台,mitv://ns2.hellotvvod.com:9906/0c5558f0a06645de9966f8fda7898b86
博斯无限台,mitv://ns2.hellotvvod.com:9906/b95182b6589f4f97b295c2f6e131cb12
博斯运动一台,mitv://ns2.hellotvvod.com:9906/47c9e046ce954e389b4e9c302072111c
博斯运动二台,mitv://ns2.hellotvvod.com:9906/64e92f5b70064a429cb4fb4daf276781
广东体育,mitv://ns2.hellotvvod.com:9906/da3359fe260a491ca52e865833b08df3
魅力足球,mitv://ns2.hellotvvod.com:9906/9b71b0725dbf41748c4056d128fbfd14
纬来体育台,mitv://ns2.hellotvvod.com:9906/23ea59c14cfe49eeb19298fea276876e
纬来育乐台,mitv://ns2.hellotvvod.com:9906/aa55041bd1974523b8cfe8d3ce7bd1fb
智林体育,mitv://ns2.hellotvvod.com:9906/72fb614d5d9a41cb97336e7dc563914c

?电影,#genre#
女神影院,https://pull.kktv8.com/livekktv/99350550.flv
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
午夜影院,https://pull.kktv8.com/livekktv/99592190.flv
经典功夫台,https://cn-hbyc2-dx-live-01.bilivideo.com/live-bvc/545768/live_179302204_68184269.m3u8
CHC家庭影院,http://117.148.179.154/PLTV/88888888/224/3221232942/index.m3u8?zyangd
CHC动作电影,http://117.148.179.154/PLTV/88888888/224/3221231580/index.m3u8?zyangd
CHC动作电影,http://117.148.179.154/PLTV/88888888/224/3221232945/index.m3u8?zyangd
索尼+少儿动画,https://livecdn.fptplay.net/hda3/animaxport_2000.stream/.m3u8?zgangd
金鹰卡通少儿,http://39.135.32.24:6610/000000001000/1000000002000016601/1.m3u8?xtkg
嘉佳卡通少儿,http://39.135.32.24:6610/000000001000/1000000002000025964/1.m3u8?xtkg
哈哈炫动少儿,http://39.135.32.24:6610/000000001000/1000000002000000172/1.m3u8?xtkg
卡酷少儿,http://39.135.32.24:6610/000000001000/7589856436881630561/1.m3u8?xtkg
优漫卡通少儿,http://39.135.32.24:6610/000000001000/1000000002000010063/1.m3u8?xtkg
卡酷少儿,http://111.63.117.13:6060/030000001000/G_KAKU/G_KAKU.m3u8
少儿14台,http://39.135.32.24:6610/000000001000/1000000001000008170/1.m3u8?i?zzhongd
少儿14台,http://117.148.179.157/PLTV/88888888/224/3221231648/index.m3u8?zzhongd
14台少儿,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8?zyangd
14台少儿,http://117.148.179.157/PLTV/88888888/224/3221232849/index.m3u8?zyangd
14台少儿,http://111.63.117.13:6060/030000001000/G_CCTV-14/G_CCTV-14.m3u8?zyangd
14台少儿,http://123.6.9.146/live/jz-cctv-14/live.m3u8?zyangd
北京卡酷少儿,http://39.135.32.10:6610/000000001000/kakukaton/1.m3u8?IASHttpSessionId=OTT?zbeid
北京卡酷少儿,http://39.135.138.60:18890/PLTV/88888888/224/3221225677/index.m3u8?zbeid
北京卡酷少儿,http://111.63.117.13:6060/030000001000/G_KAKU/G_KAKU.m3u8?zbeid
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?zzhed
浙江少儿,http://yd-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?zzhed
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8?zzhed
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/360p.m3u8?zzhed
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8?zfud
南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8?zjiangsd
江西少儿家庭,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8?zjiangxd
江西少儿家庭,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225577/2/index.m3u8?fmt=ts2hls?zjiangxd
甘肃少儿,http://39.134.32.102:6610/270000001111/1110000327/index.m3u8?IASHttpSessionId=OTT
黑龙江少儿,http://39.134.65.151/PLTV/88888888/224/3221226002/1.m3u8?zheild
黑龙江少儿,http://39.134.65.145/PLTV/88888888/224/3221226002/1.m3u8?zheild
韩国EBS少儿童,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8?zshijd
越南_Cbeebies少儿,https://livecdn.fptplay.net/hda3/cbeebies_2000.stream/chunklist.m3u8?zshijd
周星驰-粤语,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2777036638-10057-A-0-1.xs
周星驰,http://txtest-xp2p.p2p.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1-imgplus.xs
吴孟达,http://txtest-xp2p.p2p.huya.com/src/1388457235-1388457235-5963378416219586560-2777037926-10057-A-0-1.xs
林正英,http://txtest-xp2p.p2p.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.xs
沈腾,http://txtest-xp2p.p2p.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1.xs
甄子丹,http://txtest-xp2p.p2p.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1.xs
成龙,http://txtest-xp2p.p2p.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1.xs
李连杰,http://txtest-xp2p.p2p.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1.xs
周润发,http://txtest-xp2p.p2p.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.xs
刘德华,http://txtest-xp2p.p2p.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.xs
洪金宝,http://txtest-xp2p.p2p.huya.com/src/73821423-73821423-317060597529182208-2710090468-10057-A-0-1.xs
黄渤,http://txtest-xp2p.p2p.huya.com/src/1449698962-1449698962-6226409630835146752-2789274564-10057-A-0-1.xs
刘家辉,http://txtest-xp2p.p2p.huya.com/src/1449584124-1449584124-6225916405380808704-2847687586-10057-A-0-1.xs
咏春系列,http://txtest-xp2p.p2p.huya.com/src/1448737814-1448737814-6222281531608530944-2777037662-10057-A-0-1.xs
黑帮系列,http://txtest-xp2p.p2p.huya.com/src/1388472589-1388472589-5963444361147449344-2777068634-10057-A-0-1.xs
古墓系列,http://txtest-xp2p.p2p.huya.com/src/1423782085-1423782085-6115097491705692160-2847687626-10057-A-0-1.xs
赛车系列,http://txtest-xp2p.p2p.huya.com/src/1354978385-1354978385-5819587850361896960-2710080226-10057-A-0-1.xs
警匪系列,http://txtest-xp2p.p2p.huya.com/src/1449581589-1449581589-6225905517638713344-3048959636-10057-A-0-1.xs
中国功夫,http://txtest-xp2p.p2p.huya.com/src/1448738174-1448738174-6222283077796757504-2847699112-10057-A-0-1.xs
喜剧系列,http://txtest-xp2p.p2p.huya.com/src/1524434089-1524434089-6547394557162553344-3048991634-10057-A-0-1.xs
动作大片,http://txtest-xp2p.p2p.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1.xs
玄幻系列,http://txtest-xp2p.p2p.huya.com/src/1423787882-1423787882-6115122389631107072-2847699220-10057-A-0-1.xs
古装武侠,http://txtest-xp2p.p2p.huya.com/src/1394575562-1394575562-5989656430590820352-2789274580-10057-A-0-1.xs
香港女神系列,http://txtest-xp2p.p2p.huya.com/src/1388451591-1388451591-5963354175424167936-2777026638-10057-A-0-1.xs
王晶导演,http://txtest-xp2p.p2p.huya.com/src/1524434111-1524434111-6547394651651833856-3048991678-10057-A-0-1.xs
历年贺岁大片,http://txtest-xp2p.p2p.huya.com/src/1524418118-1524418118-6547325962239868928-3048959692-10057-A-0-1.xs
金庸武侠系列,http://txtest-xp2p.p2p.huya.com/src/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1.xs
偷心大盗ヽ龍宝 成龙经典武打动作片,http://txtest-xp2p.p2p.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1-imgplus.xs



??柠檬1,#genre#
JStar极限台,mitv://ns2.hellotvvod.com:9906/26901ab1209b471d9fe6c50e145115cd
电影,mitv://4506/6260e2b000004933172c99712568d815
潘朵朵粉色,mitv://45.92.126.18:9906/6260e27a0006cf41172bc82c06b29fb9
潘朵啦玩美,mitv://45.92.126.18:9906/6260e259000d442b172b48ecdda91b31
松视1,mitv://45.92.126.18:9906/6260dfaa0008dccc1720cc33ffe57894
松视2,mitv://45.92.126.18:9906/6260dfc1000bd4ed172126cefab5cf1b
松视3,mitv://45.92.126.18:9906/6260dfda000d0d16172188c6d4d403c3
热，mitv://45.92.126.18:9906/6260e0070001ff07172235b9bb1b0cb6
快乐，mitv://45.92.126.18:9906/6260e2420001e45e172aec2a005c42e7
彩虹e,p2p://54.39.16.152:9906/62668da3000bd6cc134cc0d079365057
彩虹电影,p2p://54.39.16.152:9906/6260e2d0000cf56c172d19afe4aa1d66
K频道,p2p://54.39.16.152:9906/6263c0cd0009e68a085c9c619861891f
看电视，p2p://54.39.16.152:9906/6260e2e2000f16e6172d608b5505fbdd
香蕉台,mitv://ns2.hellotvvod.com:9906/609ff09f146f412295a5c023fa5f5791
幻灯片电影,p2p://594.39.16.152:9906/6260e2b000004933172c99712568d815
潘啦朵粉色,p2p://54.39.16.152:9906/6260e27a0006cf41172bc82c06b29fb9
潘朵啦玩美,p2p://54.39.16.152:9906/6260e259000d442b172b48ecdda91b31
松视1,p2p://54.39.16.152:9906/6260dfaa0008dccc1720cc33ffe57894
松视2,p2p://54.39.16.152:9906/6260dfc1000bd4ed172126cefab5cf1b
松视3,p2p://54.39.16.152:9906/6260dfda000d0d16172188c6d4d403c3
热，p2p://54.39.16.152:9906/6260e0070001ff07172235b9bb1b0cb6
快乐，p2p://54.39.16.152:9906/6260e2420001e45e172aec2a005c42e7
彩虹e,P2p://fccs.word-tv.com:9906/62668da3000bd6cc134cc0d079365057
彩虹电影,P2p://fccs.word-tv.com:9906/6260e2d0000cf56c172d19afe4aa1d66
K频道,P2p://fccs.word-tv.com:9906/6263c0cd0009e68a085c9c619861891f
Nikol B Hardcore,https://video2.51daao.com/btt1/2021/08/20210811/Ci3emtK9/index.m3u8
Kiere Solo,https://video2.51daao.com/btt1/2021/08/20210804/fL6fMFrK/index.m3u8

??柠檬2,#genre#
愛舞蹈室,https://video2.51daao.com/btt1/2021/01/20210113/bKtEK5Ws/index.m3u8
拍攝現場,https://video2.51daao.com/btt1/2021/01/20210113/QPBIPcR1/index.m3u8
姐姐的愛,https://video2.51daao.com/btt1/2021/01/20210113/WSpB6fLT/index.m3u8
精東服務,https://video2.51daao.com/btt1/2021/01/20210113/3o664UjK/index.m3u8
小偷奇遇記,https://video2.51daao.com/btt1/2021/01/20210113/FtbUErjs/index.m3u8
??7传媒01,https://w9n76.cdnedge.live/file/avple-images/hls/62c5a7d836c38433078a6954/playlist.m3u8
